Link	Açıklama
3258792	الجيش الإسرائيلي يقصف بقنابل فوسفورية بلدة جنوب لبنان
3258793	EU agrees on new sanctions against Belarus
3258796	Galatasaray Kulübü Başkanı Özbek'ten A Milli Futbol Takımı'na destek açıklaması
3258797	Vietnamese Premier Pham meets China’s Xi in Beijing
3258798	Турскиот претседател Ердоган му честиташе на новиот шеф на НАТО
3258799	İsrail Meclisinde, Al Jazeera'nın kalıcı olarak kapatılması yasasının ön oylaması onaylandı
3258800	Jordan says it won’t deploy troops in Gaza to replace Israeli forces
3258801	60 saniyede ekonomide bugün (26 Haziran 2024)
3258802	ژمارەی کوژراوانی کۆمەڵکوژییەکانی ئیسرائیل لە غەززە بەرزبووەوە بۆ ٣٧ ھەزار و ٧١٨ کەس
3258804	تونس.. حزب العمل والإنجاز يعلن ترشيح أمينه العام لانتخابات الرئاسة
3258806	Sakarya'nın sahillerinde denize girmek 3 gün süreyle yasaklandı
3258807	حماس: الأسرى الفلسطينيون يتعرضون لأبشع أشكال الانتقام الوحشي
3258808	İsrail ordusu, Lübnan'ın güneyine "fosfor bombalarıyla" saldırı düzenledi
3258809	لافروف: ما نشهده بغزة "كارثة" ونحذر من اتساع الحرب إلى لبنان
3258810	Turkish Central Bank reserves reach record high
3258811	Avionët izraelitë sulmojnë qytetin jugor të Libanit me bomba me fosfor të bardhë në mes të tensionit
3258812	La Russie et l'Iran signent un mémorandum sur l'approvisionnement en gaz
3258813	مصر واليمن يبحثان جهود التوصل لحل سياسي شامل للأزمة اليمنية
3258814	Japon para birimi yen, dolar karşısında 1986'dan beri en düşük seviyeye geriledi
3258815	60 saniyede bugün (26 Haziran 2024)
3258816	صحة غزة: ارتفاع حصيلة الشهداء إلى 37 ألفا و718 منذ 7 أكتوبر
3258817	Philippines lodges diplomatic protest with China over sea clashes
3258818	Rapor: İsrail hapishanelerinde 7 Ekim'den beri işkenceden ölenlerin sayısı rekor seviyeye ulaştı
3258819	السعودية.. شركة تركية تكمل مشروع فيلل مسبقة الصنع في أبها
3258820	Hazine ve Maliye Bakanlığından "yapay zeka dolandırıcılığına" karşı uyarı:
3258821	Бројот на убиени во Газа надмина 37.700, од кои 60 Израел ги уби во последните 24 часа
3258822	الجامعة العربية تؤكد تضامنها مع لبنان في مواجهة المخاطر على حدوده
3258823	إقليم كردستان يحدد 20 أكتوبر موعدا للانتخابات البرلمانية
3258824	Cumhurbaşkanı Erdoğan, MHP Genel Başkanı Bahçeli ile görüştü
3258826	بينهم 13 بغزة.. إصابة 14 جنديا إسرائيليا خلال 24 ساعة
3258827	EU condemns Russia’s decision to block numerous European news outlets
3258828	MSB, Somali Türk Görev Kuvveti Komutanlığı nezdindeki eğitim görüntülerini paylaştı
3258829	Azerbaijan purchases Italian military transport aircraft
3258830	Rusya: İsrail, Gazze'de insancıl hukukun tüm normlarını ihlal ediyor
3258831	BiH: Pronađeno više od 70 kilograma droge, slobode lišene četiri osobe
3258832	Autoritetet e Kosovës refuzojnë kërkesën për vizitë të Petar Petkoviqit
3258833	قتلى وجرحى بقصف إسرائيلي على منازل وسط وشمال قطاع غزة
3258834	UCM, El Kaide bağlantılı terörist Al Hassan'ı Timbuktu'da savaş suçu işlemekten mahkum etti
3258835	US mortgage applications rise as rates fall to 3-month low
3258836	الأردن: لن نرسل قوات إلى غزة لتكون بديلا عن الاحتلال
3258837	مقتل 7 عناصر بـ"حركة الشباب" بعمليات عسكرية وسط الصومال
3258839	نفتالي بينيت يطالب مواطنيه بعدم مغادرة إسرائيل
3258840	Turkish builder Karmod completes steel villa project in Saudi Arabia
3258841	Kocaeli'de boya fabrikasında çıkan yangın kontrol altına alındı
3258842	Турецкие СМИ доносят миру правду о событиях в зонах конфликтов
3258843	Најмалку десет Палестинци се убиени во новите израелски напади врз Појасот Газа
3258844	الاتحاد الأوروبي يدين عقوبات روسيا على وسائل إعلام
3258845	ABD'de mortgage faizleri geriledi, başvurular artışını sürdürdü 
3258847	قرار تجنيد الحريديم.. هل يطيح بحكومة نتنياهو؟ 
3258848	Kancelari gjerman: Von der Leyen, Costa dhe Kallas janë zgjedhur për postet kryesore të BE-së
3258850	„Голема чест е да се биде назначен за генерален секретар на НАТО“
3258851	Democracies in Europe are stagnating, says new Council of Europe secretary general
3258852	Зеленски ги посети борбените позиции во украинската област Доњецк
3258853	France / Législatives : Le programme du Rassemblement national (Infographie)
3258854	الكرملين: نهج الناتو تجاه روسيا لن يتغير بتغيّر أمينه العام
3258855	Исследование: длительное одиночество у пожилых людей может увеличить риск инсульта
3258856	تعداد مرگ‌و‌میر ناشی از شکنجه در زندان‌های اسرائیل از 7 اکتبر به بالاترین میزان رسیده است
3258858	Cumhurbaşkanı Erdoğan, TBMM Başkanı Kurtulmuş'u ziyaret etti 
3258860	US stocks open Wednesday with losses
3258861	A Milli Kadın Voleybol Takımı'nın Paris 2024'teki maç programı belli oldu
3258862	Шолц: Фон дер Лајен, Коста, Калас избрани за водечки позиции во ЕУ
3258865	حمله دوباره اسرائیل با بمب‌های فسفری به جنوب لبنان 
3258867	Allies welcome Mark Rutte's appointment as next NATO chief
3258868	Tourism spending in Canada grows 1.8% in 1st quarter
3258869	Bakan Fidan: İsrail’e destek veren ülkeler çok geç olmadan bu tutumlarını gözden geçirmeli
3258871	Хакан Фидан встретился с главой МИД Польши Сикорским
3258873	Русија и Иран потпишаа меморандум за испорака на гас
3258877	Li Xezeya ku 264 roj in Îsraîl êrîş dikê, jimara kuştiyan derket 37 hezar û 718an
3258878	Türkiye’s communications director highlights nation's leadership, media vision at Anadolu's forum
3258882	مدير الأناضول: نهدف لأن يكون للذكاء الاصطناعي مدونة أخلاقية
3258891	Broj umrlih Palestinaca od torture u izraelskim zatvorima od 7. oktobra na rekordnom nivou
3258894	ABD ile vardığı anlaşma sonucu serbest kalan WikiLeaks kurucusu Assange, Avustralya'ya döndü
3258895	مغاربة يستقبلون الحجاج بأعلام فلسطين مع تمر وحليب
3258900	Turkish foreign minister meets Romanian, Polish counterparts in Poland
3258904	Европската Унија договори нови санкции за Белорусија
3258906	L'armée israélienne bombarde une ville du sud du Liban avec des bombes au phosphore blanc
3258910	Kesin korunacak hassas alan ilan edilen Hafik Gölü turizme kazandırılacak 
3258917	Yargıtayda görülen "Ergenekon'da kumpas" davasında 4 eski hakime hapis cezası 
3258921	Rodos Adası'nda kapıda vize uygulamasından yararlanamayan Türk turistlerin mağduriyeti giderilecek
3258922	Türkiye'den, İsrail Dışişleri Bakanı Katz'ın Cumhurbaşkanı Erdoğan'a yönelik paylaşımına tepki
3258923	كينيا.. ارتفاع عدد قتلى الاحتجاجات إلى 23 والرئيس يرد قانون الضرائب
3258924	أنقرة: استثمارات الأتراك في الخارج تزيد حجم الصادرات
3258927	"Narkoçelik-23" operasyonlarında 47 ilde 445 şüpheli yakalandı
3258928	China investigating Tibet's former party chief
3258931	2 South African soldiers killed, 20 injured in DR Congo
3258933	Altun: Novinarstvo uvijek treba da ima za cilj da prosvjećuje javnost
3258934	İzmir Büyükşehir Belediyesi memurları yarım gün iş bıraktı
3258935	بذريعة عدم الترخيص.. إسرائيل تهدم شقة سكنية بالقدس الشرقية
3258936	Japanese yen weakens above 160 per dollar
3258937	Rusia: Izraeli shkel të gjitha normat e ligjit humanitar në Gaza
3258938	Kenya : Le bilan des manifestations contre les projets de nouvelles taxes du gouvernement s'alourdit à 23 morts  
3258939	Глава МИД Турции призвал страны отказаться от помощи Израилю
3258941	موسكو وطهران توقعات مذكرة تفاهم لنقل الغاز الروسي لإيران
3258942	Kağıthane'de İETT otobüsünün park halindeki araçlara çarptığı kaza kamerada 
3258943	Israeli forces demolish residential apartment in East Jerusalem
3258944	Basketbol Şampiyonlar Ligi'nde kura çekimi yapıldı
3258945	اعتراضات در کنیا؛ تعداد کشته‌شدگان به 23 نفر رسید
3258946	Kahramanmaraş'ta 16 bin 52 deprem konutunun içme suyunu DSİ karşılıyor
3258948	إسرائيل.. إرجاء التصويت على تمديد خدمة الاحتياط بالجيش 
3258949	Cumhurbaşkanı Erdoğan, Diyanet İşleri Başkanı Erbaş'ı kabul etti
3258950	الدفاع التركية تنشر مشاهد لتدريباتها للجنود الصوماليين
3258952	بادعاء التحريض.. لائحة اتهام إسرائيلية ضد خطيب المسجد الأقصى
3258954	Elazığ'da çıkan yangında 45 dönüm ormanlık ve ekili alan zarar gördü
3258957	Ayvacık'ın Behram köyünde çıkan yangın kontrol altına alındı
3258958	Kurdish Regional Government parliamentary elections postponed again to Oct. 20: Officials
3258959	اعتراض صاروخ "أُطلق من غزة" على إسرائيل
3258960	فيدان: على الدول التي تقدم الدعم لإسرائيل مراجعة موقفها 
3258961	Almanya, AB üst yönetiminin göreve getirilmesinde belirsizlik yaşanmasını istemiyor
3258962	Germany vows to expel foreign nationals who glorify, promote terrorism
3258963	Kenyan president sends controversial finance bill back to parliament
3258964	كينيا.. هدوء حذر غداة احتجاجات دامية ضد زيادة الضرائب
3258965	Sanctions by one NATO ally on another contradict essence of military alliance: Turkish foreign minister
3258966	Kremlin: La nomination de Rutte ne changera pas la ligne générale de l'Otan à l’égard de Moscou
3258967	Israel charges preacher of Jerusalem’s Al-Aqsa Mosque with ‘incitement’
3258969	ترکیه: اظهارات وزیر خارجه اسرائیل فاقد ارزش است 
3258971	Greek, Jordanian foreign ministers discuss regional developments with focus on Gaza
3258972	Fidan: Izrael pred očima cijelog svijeta ubija stanovnike Gaze i raseljava milione ljudi
3258973	France: le GUD, et plusieurs autres groupuscules d’ultradroite dissous par le gouvernement
3258974	مالي.. الجنائية الدولية تدين إرهابيا متهما بجرائم حرب بمدينة تمبكتو
3258975	Prominent former Israeli officials, academics urge US Congress to reconsider inviting Netanyahu to address lawmakers
3258976	Türkiye condemns Israeli foreign minister's remarks targeting President Erdogan
3258977	Germany deplores Israeli killing of Doctors Without Borders aid worker in Gaza
3258978	EL PKK/YPG recauda USD 2.500 millones anuales del petróleo que roba a los sirios en las regiones del país que controla
3258979	Uluslararası Kurtarma Komitesi'ne göre Sudan'da 3 milyon kişi açlıktan ölebilir
3258980	OPINION - Terrorist organization PKK/YPG's mask of democratization and effort to become a state through lobbying
3258981	Mali : la CPI condamne Al-Hassan Ag-Mohamed chef terroriste d'Ansar-Dine rallié à Al-qaïda
3258984	Israel says 4 anti-tank missiles launched from Lebanon
3258985	تونس.. مصرع عسكري في حادث إطلاق نار على الحدود مع ليبيا
3258986	UN relief chief says spreading of Gaza war to Lebanon 'potentially apocalyptic'
3258987	Romanya Dışişleri Bakanı: (Karadeniz'in mayınlardan temizlenmesi) Anlaşma denizcilik faaliyetleri açısından önemli
3258988	Erdogan felicita a Mark Rutte por su nombramiento como nuevo secretario general de la OTAN
3258990	مقتل 435 وإصابة 1801 في لبنان منذ 8 أكتوبر 
3258991	Polonya Dışişleri Bakanı Sikorski: Üçlü istişare düzeyindeki işbirliğine devam etme konusunda mutabık kaldık
3258993	ABD'de yeni konut satışları 6 ayın en düşük seviyesine geriledi
3258995	Presidenti turk Erdoğan uron shefin e ri të NATO-s
3258996	أنقرة: أكاذيب وزير خارجية إسرائيل هدفها التغطية على جرائمهم 
3258997	Ankara qualifie de "vulgaires" les propos de Yisrael Katz
3258999	Eski İsrail Başbakanı Olmert: Netanyahu İsrail'i yok etmek istiyor. Onu kovma zamanı geldi
3259000	Indian lawmaker says ‘Long live Palestine’ during parliament swearing-in ceremony
3259001	رصد إطلاق 4 صواريخ من لبنان على بلدة المطلة شمال إسرائيل
3259002	DR Kongo: Dva južnoafrička vojnika poginula, 20 ranjeno
3259003	Diyarbakır'ın Çınar ilçesinde çıkan yangın kontrol altına alındı 
3259007	Pro-Israel support boosts George Latimer to defeat Jamaal Bowman in New York Democratic primary
3259010	Сердар Карагёз: агентство «Анадолу» разрабатывает надежный и справедивый алгоритм искусственного интеллекта
3259011	غالانت يهدد حماس بمواجهة "عواقب" إذا لم تقبل بصفقة بايدن 
3259012	İsrail Savunma Bakanı, ateşkes teklifinin "arkasında olduklarını" savundu
3259013	Borsa günü düşüşle tamamladı
3259014	US new home sales dive 11.3% in May, lowest in 6 months
3259015	Griffiths expresa su preocupación por que la guerra de Israel en la Franja de Gaza salpicara al Líbano
3259017	حماس: عمليات هدم المنازل في الضفة والقدس "جريمة وامتداد للحرب"
3259018	Est de la RDC : deux soldats sud-africains tués 
3259019	Pas protestave të dhunshme, presidenti kenian thotë se nuk do ta nënshkruajë projektligjin financiar
3259020	BM Cenevre Ofisinde, engelli vatandaşların hakları ve erişebilirliği ele alındı
3259021	Volkan Demirel'in babası Ali Naci Demirel, son yolculuğuna uğurlandı
3259022	فیدان: حامیان اسرائیل در سیاست‌های خود بازنگری کنند
3259023	ABD'de 4 eyalette yapılan ön seçimlerin sonuçları belli oldu
3259024	Trabzon'da Filistin'e destek yürüyüşü yapıldı
3259025	الأناضول تنظم منتدى حول الصحافة في العصر الرقمي
3259026	BM: Silahlı çatışmada çocuklara zarar vermenin hiçbir gerekçesi olamaz
3259027	Dışişleri Bakanı Fidan, Mısır Dışişleri Bakanı Şukri ile telefonda görüştü
3259028	Montenegro ready to move to final stage of EU integration: Belgian foreign minister
3259029	Volkswagen, hava yastığı problemi nedeniyle ABD'de 271 binden fazla aracını geri çağırdı
3259030	Diyanet İşleri Başkanı Erbaş, kurumun çalışmalarıyla ilgili Cumhurbaşkanı Erdoğan'a bilgi verdi
3259031	ميقاتي: نسعي بكل الوسائل لعدم تحويل لبنان إلى ساحة نزاعات مسلحة
3259032	Israeli army plans to establish new division amid personnel shortage: Report
3259033	عقب احتجاجات عنيفة.. رئيس كينيا يرفض مشروع قانون لزيادة الضرائب
3259034	کۆمیسیۆنی باڵای هەڵبژاردنەکانی عێراق ئامادەیە هەڵبژاردنی پەرلەمانی هەرێم ئەنجام بدات
3259035	‘No excuse for harming children during armed conflict’: UN
3259036	Nijerya'da açılan Afrika'nın en büyük petrol rafinerisinde yangın çıktı 
3259037	Milli Savunma Bakanı Güler Özbekistan'da Cumhurbaşkanı Mirziyoyev ile görüştü
3259038	Países Bajos reitera su llamado urgente a no viajar al Líbano y aconsejó a sus ciudadanos salir del país 
3259039	Turistik Tatvan Treni ile Bitlis'e gelenler için gezi programı düzenlendi
3259043	BM raportörleri: Sudan'da açlığın bir silah olarak kullanılmasına son verilmeli
3259045	Germany, Netherlands ask their citizens to leave Lebanon over rising regional tensions
3259047	لجنة الإنقاذ الدولية: 3 ملايين شخص قد يموتون من الجوع في السودان
3259048	وزير الدفاع التركي يلتقي رئيس تركمانستان
3259049	Manisa'da çıkan orman yangını kontrol altına alındı
3259050	دیدار وزیر دفاع ترکیه با رئیس جمهور ترکمنستان
3259051	Ankara Garı önündeki terör saldırısı davası ertelendi
3259052	گفتگوی تلفنی وزرای خارجه ترکیه و مصر
3259053	'Children in armed conflict are most innocent victims': Ex-UN chief 
3259054	L'Allemagne s'engage à expulser les ressortissants étrangers faisant l'apologie du terrorisme
3259055	Netanyahu: ABD ile anlaşmazlıklar kapalı odalarda haftalardır çözülmedi
3259056	Šef Misije OSCE-a i zamjenica ministra za ljudska prava i izbjeglice BiH posjetili Banjaluku, Prijedor i Kozarac
3259057	غالانت يدعو لحل الخلاف مع واشنطن بالغرف المغلقة ونتنياهو يرد
3259058	المغرب.. مئات الطلاب يطالبون بإلغاء اتفاقيات مع جامعات إسرائيلية
3259059	AB: Karadağ üyelik müzakerelerinde son aşamaya geçmeye hazır
3259060	Milli İstihbarat Akademisi lisansüstü programlarına başvurular başladı
3259061	Heat wave kills 10 in southern Pakistan
3259062	غريفيث: امتداد الحرب الإسرائيلية من غزة إلى لبنان قد يكون كارثيا
3259063	White House 'absolutely' condemns Kenya violence, urges 'appropriate use of force' 
3259064	Хакан Фидан: обязательства членов НАТО в борьбе с терроризмом должны быть выполнены
3259067	فيدان وشكري يبحثان الوضع في غزة
3259068	Lebanon says 435 killed in Israeli attacks since Oct. 8
3259069	Chef des Affaires humanitaires de l'ONU: "L'extension de la guerre de Gaza au Liban est potentiellement apocalyptique"
3259070	İstanbul 2 No'lu Barosu heyeti, İsrail'in savaş suçlarına ilişkin ek delilleri UCM'ye sunacak 
3259071	Binlerce Türk taraftar Çekya maçı öncesinde taraftar yürüyüşü gerçekleştirdi
3259072	Labor government suspends Australian senator for supporting recognition of Palestinian state
3259073	Tunisie : un soldat tué par des tirs d’origine inconnue à la frontière tuniso-libyenne 
3259074	El Partido Laborista australiana suspende a la senadora que apoyó una moción para reconocer el Estado de Palestina
3259075	British rock band Deep Purple wows fans in Istanbul
3259076	Türkiye's BIST 100 closes Wednesday on low note
3259077	Mourinho at Fenerbahce: How will it impact Turkish football?
3259078	BMGK üyeleri Dağıstan bölgesindeki terör saldırısını kınadı 
3259079	هولندا تحث مواطنيها على مغادرة لبنان خوفا من تصعيد الحرب
3259080	قدم.. شاختار دونتسيك الأوكراني يضم المدافع التونسي علاء غرام
3259083	Les MAE turc et égyptien discutent de la situation à Gaza  
3259084	وزيرة خارجية رومانيا تشيد بالمشاورات مع تركيا وبولندا
3259085	Danimarka, çiftlik hayvanlarının saldığı gazlar için vergi almayı planlıyor
3259086	Fermeture d’une école musulmane dans l’Essonne : L’établissement saisit le tribunal administratif
3259087	'We are servants of the people,' says Kenyan deputy president as he blames protest deaths on intel agency
3259089	قدم.. وست هام يتعاقد مع حارس مرمى شيفيلد يونايتد
3259090	İsrail'in bir ay alıkoyduktan sonra serbest bıraktığı Gazzeli genci, ailesi tanımakta zorlandı
3259091	Forcat izraelite shembin një apartament banimi në Kudsin Lindor
3259092	Ruling party's refusal to acknowledge '1992 Consensus' hinders communication with Taiwan: China
3259093	Al menos 435 personas han muerto en los ataques israelíes al país desde el 8 de octubre
3259094	UN experts urge end to using starvation as ‘weapon of war’ in Sudan
3259095	Serokomar Erdogan bi Serokê Giştî yê MHPyê Bahçelî ra hat bal hev
3259096	وزير الدفاع التركي يلتقي رئيس أوزبكستان
3259097	ارتفاع ضحايا غرق قارب مهاجرين قبالة سواحل اليمن إلى 56 قتيلا 
3259098	Ji Tirkiyeyê berteka dijî parvekirina Wezîrê Karên Derva yê Îsraîlê Katz ya der heqê Serokomar Erdogan da
3259099	US denounces 'sham trial' as proceedings begin against Wall Street Journal reporter
3259100	SOLOTÜRK, Finlandiya'da gerçekleştirdiği gösteri uçuşlarından görüntüler paylaştı
3259101	El Consejo de Seguridad condena enérgicamente el “atroz y cobarde” atentado terrorista en la región rusa de Daguestán
3259102	İsrail'in 8 Ekim'den bu yana Lübnan'a saldırılarında 435 kişi hayatını kaybetti
3259103	UN Security Council condemns 'heinous and cowardly' terror attack in Russia
3259104	Sve bh. hadžije iz Mekke doputovale u Medinu, nema zastoja u prevozu prema domovini
3259105	BM: Gazze'den çekilmiyoruz
3259106	Liban: Au moins 435 morts dans les attaques israéliennes depuis le 8 octobre
3259107	بولندا: روسيا "لن تتخلى عن موقفها العدائي" في أوروبا
3259108	Pakistan'da aşırı sıcaklar nedeniyle 29 kişi öldü
3259109	Au Kenya, le président Ruto annonce le retrait du projet de budget après une vague de contestation meurtrière
3259112	Sağlık Bakan Yardımcısı Tolunay: 294 sağlık tesisinde 1086 muhafazalı poliklinik odamız, 1346 mahkum yatağımız bulunuyor
3259113	Estonya Cumhurbaşkanı Karis, Türkiye'ye resmi ziyarette bulunacak
3259114	غريفيث: وضع الأمن الغذائي في غزة لا يحتمل
3259118	رابع دولة غربية.. ألمانيا تطلب من مواطنيها مغادرة لبنان
3259120	Dünyaca ünlü Anzer balının üretimi için petekler mühürlendi
3259127	İsrail ordusu ile Hizbullah arasında sınır hattında karşılıklı saldırılar sürüyor
3259133	"الحوثي": استهدفنا بالمسيرات سفينة في ميناء حيفا الإسرائيلي 
3259135	Terrorist PKK/YPG usurps $2.5B worth of Syrian oil every year
3259136	Brazil's Supreme Court decriminalizes marijuana possession for personal use
3259137	Fenerbahçe, yeni sezon hazırlıklarına devam etti
3259138	3 million at risk of famine amid Sudan conflict: Aid group
3259139	بودروم التركية تستضيف سفينتين سياحيتين عملاقتين
3259140	EU summit to address West Bank settler violence, top German official says
3259141	Türkiye to boost earth observation capabilities with new satellite series
3259142	Ordu'da denizde çıkan hortum cep telefonuyla görüntülendi
3259143	Almanya ve Hollanda'dan Lübnan'daki vatandaşlarına ülkeyi terk etmeleri çağrısı
3259144	Gallant threatens Hamas with ‘consequences’ if it rejects Biden-backed Gaza cease-fire proposal
3259146	قدم.. فيل فودين يعود لإنجلترا بشكل مفاجئ
3259148	الخطوط اليمنية تتهم الحوثيين باحتجاز 4 من طائراتها
3259149	Kripto varlıklara ilişkin düzenlemeler içeren kanun teklifi TBMM'de kabul edildi
3259150	Krerët e BE-së do të diskutojnë dhunën e kolonëve izraelitë në Bregun Perëndimor
3259151	Belçika adını son 16 turuna yazdırdı
3259152	IRC upozorava: Najmanje tri miliona ljudi u Sudanu moglo bi umrijeti od gladi
3259153	A Milli Futbol Takımı, EURO 2024'te son 16 turunda
3259154	Kremlin says appointment of new NATO chief unlikely to change alliance's attitude toward Russia
3259155	Gjykata e Lartë e Brazilit dekriminalizon posedimin e marijuhanës për përdorim personal
3259156	اليونيسف: السودان يشهد أكبر أزمة نزوح للأطفال في العالم 
3259160	EURO 2024: Rumunija, Belgija i Slovačka u osmini finala, Ukrajina eliminisana
3259162	ABD, yarın akşam Biden ile Trump'ın katılacağı seçim tartışmasını bekliyor
3259163	Slovakya ile Romanya berabere kaldı
3259164	Tüm takımların aynı puanla bitirdiği E Grubu'nda üç ekip tur atladı
3259165	Rusija: Najmanje 70 povrijeđenih kada je putnički voz iskočio iz šina
3259166	الأمم المتحدة: لم ننسحب من غزة
3259167	Suriye Devlet Başkanı Esed, Putin'in Özel Temsilcisi Lavrentiev ile görüştü
3259169	Turkish defense minister visits Turkmenistan, Uzbekistan
3259170	В России с рельсов сошли девять вагонов пассажирского поезда Воркута - Новороссийск
3259171	الأمم المتحدة تدعو الأطراف السودانية لتجنب استخدام الغذاء كسلاح
3259172	L'Allemagne et les Pays-Bas demandent à leurs ressortissants de quitter le Liban
3259173	Gaza authorities warn Palestinians about 'suspicious' Israeli calls asking them to return to northern Gaza
3259174	China blames US envoy of 'not reflecting facts' on ties
3259175	Assos Örenyeri Ayvacık'taki yangın nedeniyle 3 gün ziyarete kapalı olacak
3259176	BM'den Gazze'ye polis gücü gönderilmesine ilişkin açıklama
3259182	إسرائيل تقتل طفلتين فلسطينيتين إثر قصف منزلهما بمدينة غزة 
3259183	Volkswagen recalling more than 271,000 SUVs in US due to airbag issue
3259184	Глава Совбеза Армении обвинил Россию в «захвате Карабаха и его сдаче Азербайджану»
3259185	Cumhurbaşkanı Erdoğan Lübnan Başbakanı Mikati ile telefonda görüştü
3259187	Norway fund KLP excludes Caterpillar from investment portfolios on concerns over rights abuses in West Bank, Gaza
3259194	All of Sri Lanka's bilateral loans postponed until 2028: President
3259195	BiH: U velikoj policijskoj akciji, slobode lišeno sedam lica sa područja Kantona Sarajevo
3259196	Estonian president to visit Türkiye
3259198	European stock exchanges close with losses
3259200	US Supreme Court rules White House can press social media companies to remove misinformation
3259201	AB'nin Belgrad-Priştine Diyaloğu'nda ilerleme kaydedilemedi
3259202	قدم.. شتوتغارت يضم المدافع الهولندي رامون هندريكس
3259203	وزير خارجية تونس يدعو إلى إعادة أموال الدول الإفريقية المنهوبة
3259205	At least 70 injured when Russian passenger train derails
3259208	رئيس إستونيا يزور تركيا الخميس تلبية لدعوة الرئيس أردوغان
3259209	EU foreign policy chief discusses ways to ensure de-escalation with Lebanese foreign minister
3259212	Trilateral meeting of Türkiye, Romania, Poland proved its effectiveness: Romanian foreign minister
3259213	Zeynep Sönmez, Wimbledon'da ana tabloya bir adım uzakta
3259214	غالانت يدعي إحراز "تقدم كبير" مع واشنطن في حل مسألة السلاح
3259215	Beijing intercepts alleged US deployment of submarine detectors in South China Sea: State media
3259216	İsrail eski Başbakanı Bennett, İsraillilere ülkeyi terk etmeme çağrısı yaptı
3259217	Azerbaijan to boost defense production with Turkish collaboration, defense minister says
3259220	Israel's defense chief calls for solving disputes with US ‘behind closed doors’
3259221	Bakan Tunç: Bugün milli iradenin yanında duran, darbecileri yargılayan bir yargı sistemimiz vardır
3259222	Le Soudan est en proie à ‘’la plus grande crise de déplacement d’enfants au monde’’, selon l’Unicef  
3259223	UN 'not pulling out of Gaza,' says spokesman
3259225	قدم.. رومانيا تنتزع صدارة المجموعة الخامسة لنهائيات "يورو 2024"
3259226	أردوغان يبحث مع ميقاتي التهديدات الإسرائيلية للبنان
3259227	Blinken highlights Gaza conflict, India, China at release of US religious freedom report
3259228	هولندا تستدعي سفير إسرائيل بسبب تهم تجسس على الجنائية الدولية
3259229	Президент Эрдоган: усилия Израиля по распространению конфликтов крайне опасны
3259230	Pologne: la Russie n'abandonnera pas sa position hostile en Europe
3259231	Al-Assad se sastao sa Putinovim specijalnim predstavnikom Lavrentijevim
3259232	5 countries urge citizens to leave Lebanon amid fears of war with Israel
3259233	EU concerned over outbreak of violence in Kenya protests
3259234	Hundreds of Moroccan students demand severing ties with Israeli universities
3259236	Romania, Belgium, Slovakia advance to EURO 2024 Round of 16 
3259237	ABD Dışişleri Bakanı Blinken: Dünyada milyonlarca insanın dini özgürlüğüne saygı gösterilmiyor
3259238	Israeli defense minister says meetings in US led to ‘significant progress’ on arms supply
3259239	Milli Savunma Bakanı Güler: Özbekistan ile ilişkilerimizi ileri seviyelere çıkartmak için her türlü gayreti göstereceğiz
3259240	Türkiye stands by Lebanon against Israel's 'aggressive policies': President Erdogan
3259241	Dialogu Kosovë-Serbi: Pa takim trilateral në Bruksel
3259242	Maldives, US vow to enhance maritime cooperation
3259243	İsrail medyasına konuşan ABD’li yetkili, Tel Aviv’e "ağır bomba sevkiyatının beklemede kalacağını" söyledi
3259245	قدم.. إنزو فرنانديز يغيب عن الأرجنتين في أولمبياد باريس
3259246	المغرب يطلق برنامجًا لتحديث الفنادق استعدادًا لكأس إفريقيا والمونديال
3259247	Башар Асад: Сирия открыта для всех инициатив по развитию сирийско-турецких отношений
3259248	2 children killed when Israel strikes their home in Gaza City
3259250	It is ‘impossible’ to believe Russia prioritizes lasting peace: Polish foreign minister
3259252	Yemen'deki Husiler, hacıları taşıyan 3 uçağı Sana Havalimanı'nda alıkoydu
3259253	Bećirović održao sastanak s ambasadorima Kvinte, EU-a i visokim predstavnikom u BiH
3259254	وفد تركي يعتزم تقديم ملف جديد بشأن جرائم إسرائيل في غزة
3259258	رئيس النظام السوري يلتقي المبعوث الخاص لبوتين
3259259	Erdoğan: Türkiye qëndron në krah të Libanit kundër 'politikave agresive' të Izraelit
3259261	Hollanda Dışişleri Bakanlığı, UCM'ye yönelik casusluk iddiaları üzerine İsrail Büyükelçisi'ni çağırdı
3259262	US says Julian Assange put people ‘in danger,’ likens him to drunk driver
3259263	سەرۆکی سووریا بەشار ئەسەد لەگەڵ نوێنەری سەرۆکی ڕووسیا ئەلیکساندەر لاڤرێنتیڤ کۆبوویەوە
3259264	Азербайджан приобрел военно-транспортный самолет производства Италии
3259265	Ege Denizi'nde 4,4 büyüklüğünde deprem
3259266	Dışişleri Bakanlığı, Nijer'deki terör saldırısını kınadı
3259267	5 جرحى بغارة إسرائيلية على مدينة النبطية جنوبي لبنان
3259268	Niger / Uranium : le Gouvernement décide de récupérer le gisement Imouraren en tant que domaine public
3259269	Türkiye condemns terror attack in Niger
3259270	Türkiye to open new chapter in space with launch of 1st indigenous communications satellite
3259272	مئات الإسرائيليين يتظاهرون للمطالبة بوقف الحرب وإعادة الأسرى
3259273	طفل بمجلس الأمن: حان الوقت ليضع العالم حدا للمخاطر المهددة لنا
3259274	Bakan Özhaseki: Amacımız ülkemizin doğasını koruyarak kalkınmayı sağlayabilmek
